"Authors","Title","Source Title","Abstract","Publication Year","Early Access Date","DOI","UT (Unique WOS ID)"
"Liu, QY; Xu, MJ; Yuan, Y; Wang, HM","Interspecific competition for inorganic nitrogen between canopy trees and underlayer-planted young trees in subtropical pine plantations","FOREST ECOLOGY AND MANAGEMENT","Although the area of monospecific plantations in China ranks first in the world, these plantations possess poor disease resistance, low quality, and low ecological benefit. Planting broadleaf seedlings into the understory of monospecific coniferous plantations is an effective and common forest management method to improve plantation structures and enhance their resistance to adverse conditions, disease, and pests. Species that are desired and suitable are selected according to the complementarity of their functional traits to ensure optimal resource utilization and species coexistence. Thus, in Pinus massoniana and Pinus elliottii plantations where three broadleaf species were underplanted, any alterations to root functional traits and inorganic nitrogen (N) uptake rates in response to interspecific competition were studied in situ using 15N isotope labelling technology. The results showed that the five species preferred to absorb ammonium (dominant N form in native soils) rather than nitrate from the soil. Coniferous species showed higher plasticity in root biomass, physiology of N uptake rate, morphology, and mycorrhizal colonization than broadleaf species responding to interspecific competition. Coniferous trees reduced the investment in root biomass while enhanced N uptake rates to acclimate to belowground interspecific competition. Broadleaf species M. maudiae and S. superba were more dependent on mycorrhizal symbiosis to acquire resource in response to environmental variations. The amount of inorganic N uptake by P. massoniana and P. elliottii roots were inhibited by the presence of Michelia maudiae and Schima superba roots, respectively. Based on inorganic N uptake amount, M. maudiae and S. superba may be suitable for underplanting in the P. elliottii and P. massoniana plantations, respectively. Liquidambar formosana was suitable for both two pine plantations. The responses of root N uptake rate, mycorrhizal colonization and morphological traits to interspecific competition can provide supplemental data for species selection to improve structures of artificial plantations.","2021","MAY 2021","10.1016/j.foreco.2021.119331","WOS:000657657400002"
"Xu, L; He, NP; Li, XZ; Cao, HL; Li, CN; Wang, RL; Wang, CH; Yao, MJ; Zhou, SG; Wang, JM","Local community assembly processes shape β-diversity of soil phoD-harbouring communities in the Northern Hemisphere steppes","GLOBAL ECOLOGY AND BIOGEOGRAPHY","Aim: The contemporary coexistence theory suggests that species pool, environmental filtering, dispersal assembly processes, ecological drift and biotic interactions collectively determine the beta-diversity of communities. However, we know little about the biogeographical patterns of the beta-diversity of microbial communities harbouring the alkaline phosphatase phoD gene (phoD communities, hereafter) and whether these mechanisms are all-important in shaping phoD communities' beta-diversity in natural steppe ecosystems. Location: Northern Hemisphere steppes. Time period: July to August 2018. Major taxa studied: Alkaline phosphatase (phoD gene) encoding community. Methods: Using the high throughput amplicon sequencing method, soil phoD communities were comparatively studied along three representative regions of the Northern Hemisphere steppes, namely the Qinghai-Tibetan Plateau, Inner Mongolian Plateau and the Loess Plateau. Each region harbours three types of steppes (habitats): meadow, typical and desert steppes. Results: We observed significantly higher phoD beta-diversity in the Qinghai-Tibetan than in the Loess and Inner Mongolian Plateaus and significantly lower beta-diversity in the typical steppes than in other steppe types. The decay rates of phoD beta-diversity with geographical distance varied in different steppe regions and types. The phoD beta-diversity was not significantly influenced by species pool; instead, environmental filtering, dispersal assembly processes, ecological drift and biotic interactions jointly shaped the beta-diversity patterns. The beta-deviation variations (beta-diversity excluding the effects of species pool) were influenced by spatial and environmental factors and biotic interactions, among which soil pH was the key environmental determinant. The soil pH driving beta-diversity mechanism was steppe region and habitat specific. Main conclusions: The biogeographical patterns of phoD beta-diversity were mainly driven by local community assembly processes in the Northern Hemisphere steppes.","2021","AUG 2021","10.1111/geb.13385","WOS:000691722300001"
"Ursell, T","Structured environments foster competitor coexistence by manipulating interspecies interfaces","PLOS COMPUTATIONAL BIOLOGY","Natural environments, like soils or the mammalian gut, frequently contain microbial consortia competing within a niche, wherein many species contain genetically encoded mechanisms of interspecies competition. Recent computational work suggests that physical structures in the environment can stabilize local competition between species that would otherwise be subject to competitive exclusion under isotropic conditions. Here we employ Lotka-Volterra models to show that interfacial competition localizes to physical structures, stabilizing competitive ecological networks of many species, even with significant differences in the strength of competitive interactions between species. Within a limited range of parameter space, we show that for stable communities the length-scale of physical structure inversely correlates with the width of the distribution of competitive fitness, such that physical environments with finer structure can sustain a broader spectrum of interspecific competition. These results highlight the potentially stabilizing effects of physical structure on microbial communities and lay groundwork for engineering structures that stabilize and/or select for diverse communities of ecological, medical, or industrial utility. Author summary Natural environments often have many species competing for the same resources and frequently one species will out-compete others. This poses the fundamental question of how a diverse array of species can coexist in a resource-limited environment. Among other mechanisms, previous studies examined how interactions between species-like cooperation or predation-could lead to stable biodiversity. In this work we looked at this question from a different angle: we used computational models to examine the role that the environment itself might play in stabilizing species that compete with each other when in proximity. We modeled how species arrange themselves in space when the environment contains objects that alter the interfaces along which competing species meet. We found that these 'structured' environments can stabilize species coexistence, across a range of density of those objects and in a way that was robust to differing strengths of interspecies competition. Thus, in addition to biological factors and other forms of environmental variation, our work presents a potentially generic mechanism by which the physical structure of the environment can influence ecological outcomes and stabilize biodiversity.","2021",NA,"10.1371/journal.pcbi.1007762","WOS:000608045000005"
"Zhang, N; Nunan, N; Hirsch, PR; Sun, B; Zhou, JZ; Liang, YT","Theory of microbial coexistence in promoting soil-plant ecosystem health","BIOLOGY AND FERTILITY OF SOILS","A healthy soil plant continuum is critical for maintaining agroecosystem functions and ensuring food security, which is the basis of sustainable agricultural development. Diverse soil microorganisms form a complex assembly and play an important role in agroecosystems by regulating nutrient cycling, promoting plant growth, and alleviating biotic and abiotic stresses. Improving microbial coexistence may be an effective and practical solution for the promotion of soil-plant ecosystem health in the face of the impacts of anthropogenic activities and global climate change. Modern coexistence theory is a useful theoretical framework for studying the coexistence of species that are competing for resources. Here, we briefly introduce the basic framework of modern coexistence theory, including the theoretical definitions and mathematical calculations for niche difference and fitness difference, as well as ways to test for these differences empirically. The possible effects of several major biotic and abiotic factors, such as biological interactions, climate change, environmental stress, and fertilization, on microbial niche and fitness differences are discussed. From the perspective of stabilizing and equalizing mechanisms, the potential roles of microbe-microbe interactions and plant-microbe interactions in promoting healthy soil-microbe-plant continuum are presented. We suggest that the use of the coexistence theory framework for the design and construction of microbial communities in agricultural production can provide a solid basis for the biological improvement of agroecosystems.","2021","AUG 2021","10.1007/s00374-021-01586-w","WOS:000689631900001"
"Kandlikar, GS; Yan, XY; Levine, JM; Kraft, NJB","Soil Microbes Generate Stronger Fitness Differences than Stabilization among California Annual Plants","AMERICAN NATURALIST","Soil microorganisms influence a variety of processes in plant communities. Many theoretical and empirical studies have shown that dynamic feedbacks between plants and soil microbes can stabilize plant coexistence by generating negative frequency-dependent plant population dynamics. However, inferring the net effects of soil microbes on plant coexistence requires also quantifying the degree to which they provide one species an average fitness advantage, an effect that has received little empirical attention. We conducted a greenhouse study to quantify microbially mediated stabilization and fitness differences among 15 pairs of annual plants that co-occur in southern California grasslands. We found that although soil microbes frequently generate negative frequency-dependent dynamics that stabilize plant interactions, they simultaneously generate large average fitness differences between species. The net result is that if the plant species are otherwise competitively equivalent, the impact of plant-soil feedbacks is to often favor species exclusion over coexistence, a result that becomes evident only by quantifying the microbially mediated fitness difference. Our work highlights that comparing the stabilizing effects of plant-soil feedbacks to the fitness difference they generate is essential for understanding the influence of soil microbes on plant diversity.","2021","JAN 2021","10.1086/711662","WOS:000595890900001"
"Spaak, JW; De Laender, F","Effects of pigment richness and size variation on coexistence, richness and function in light-limited phytoplankton","JOURNAL OF ECOLOGY","Trait diversity is traditionally seen as promoting species richness and ecosystem function. Species with dissimilar traits would partition available resources, increasing niche differences, facilitating coexistence and increasing ecosystem function. Here we first show, using theory and simulations for light-limited phytoplankton, that combing photosynthetic pigments is indeed a necessary condition for coexistence and stimulates ecosystem function. However, pigment richness does mostly not permit the coexistence of more than two species, and increases productivity at most 40% compared to single-pigment communities. That is because blending in more pigments leads to coexistence of species with many pigments and therefore flat absorption spectra, which equalizes their fitness but decreases their niche differences. Similarly, seeding species with more variable size leads to an excess of large-celled species, which does not only decrease fitness differences but also niche differences. Empirical data and additional simulations suggest that pigment richness effects can be stronger during transient dynamics but inevitably weaken with time, that is, pigment richness effects on species richness and function are likely short-lived. Synthesis. Our results highlight the need to apply coexistence theory to understand the long-term effects of trait diversity on biodiversity and ecosystem function.","2021","MAR 2021","10.1111/1365-2745.13645","WOS:000634536300001"
"Frey, PM; Baer, J; Bergada-Pijuan, J; Lawless, C; Bühler, PK; Kouyos, RD; Lemon, KP; Zinkernagel, AS; Brugger, SD","Quantifying Variation in Bacterial Reproductive Fitness: a High-Throughput Method","MSYSTEMS","To evaluate changes in reproductive fitness of bacteria, e.g., after acquisition of antimicrobial resistance, a low-cost high-throughput method to analyze bacterial growth on agar is desirable for broad usability. In our bacterial quantitative fitness analysis (BaQFA), arrayed cultures are spotted on agar and photographed sequentially while growing. These time-lapse images are analyzed using a purpose-built opensource software to derive normalized image intensity (NI) values for each culture spot. Subsequently, a Gompertz growth model is fitted to NI values, and fitness is calculated from model parameters. To represent a range of clinically important pathogenic bacteria, we used different strains of Enterococcus faecium, Escherichia coli, and Staphylococcus aureus, with and without antimicrobial resistance. Relative competitive fitness (RCF) was defined as the mean fitness ratio of two strains growing competitively on one plate. BaQFA permitted the accurate construction of growth curves from bacteria grown on semisolid agar plates and fitting of Gompertz models. Normalized image intensity values showed a strong association with the total CFU/ml count per spotted culture (P < 0.001) for all strains of the three species. BaQFA showed relevant reproductive fitness differences between individual strains, suggesting substantially higher fitness of methicillin-resistant S. aureus JE2 than Cowan (RCF, 1.58; P < 0.001). Similarly, the vancomycin-resistant E. faecium ST172b showed higher competitive fitness than susceptible E. faecium ST172 (RCF, 1.59; P < 0.001). Our BaQFA method allows detection of fitness differences between bacterial strains and may help to estimate epidemiological antimicrobial persistence or contribute to the prediction of clinical outcomes in severe infections. IMPORTANCE Reproductive fitness of bacteria is a major factor in the evolution and persistence of antimicrobial resistance and may play an important role in severe infections. With a computational approach to quantify fitness in bacteria growing competitively on agar plates, our high-throughput method has been designed to obtain additional phenotypic data for antimicrobial resistance analysis at a low cost. Furthermore, our bacterial quantitative fitness analysis (BaQFA) enables the investigation of a link between bacterial fitness and clinical outcomes in severe invasive bacterial infections. This may allow future use of our method for patient management and risk stratification of clinical outcomes. Our proposed method uses open-source software and a hardware setup that can utilize consumer electronics. This will enable a wider community of researchers, including those from low-resource countries, where the burden of antimicrobial resistance is highest, to obtain valuable information about emerging bacterial strains.","2021",NA,"10.1128/mSystems.01323-20","WOS:000647691000008"
"Onetto, CA; Borneman, AR; Schmidt, SA","Strain-Specific Responses by Saccharomyces cerevisiae to Competition by Non-Saccharomyces Yeasts","FERMENTATION-BASEL","The use of non-Saccharomyces yeast species generally involves sequential or co-inoculation of a Saccharomyces cerevisiae strain to complete fermentation. While most studies have focused on characterising the impact that S. cerevisiae has on the growth and metabolic activity of these non-Saccharomyces species, microbial interactions work reciprocally. Antagonism or competition of non-Saccharomyces species against S. cerevisiae has been shown to impact subsequent fermentation performance. To date, it remains unclear whether these negative interactions are strain specific. Hence, characterisation of strain-specific responses to co-inoculation would enable the identification of specific S. cerevisiae strain/non-Saccharomyces combinations that minimise the negative impacts of sequential fermentation on fermentation performance. The competitive fitness response of 93 S. cerevisiae strains to several non-Saccharomyces species was simultaneously investigated using a barcoded library to address this knowledge gap. Strain-specific fitness differences were observed across non-Saccharomyces treatments. Results obtained from experiments using selected S. cerevisiae strains sequentially inoculated after Metschnikowia pulcherrima and Torulaspora delbrueckii were consistent with the competitive barcoded library observations. The results presented in this study indicate that strain selection will influence fermentation performance when using non-Saccharomyces species, therefore, appropriate strain/yeast combinations are required to optimise fermentation.","2021",NA,"10.3390/fermentation7030165","WOS:000699661000001"
"McGing, JJ; Radford, SJ; Francis, ST; Serres, S; Greenhaff, PL; Moran, GW","Review article: The aetiology of fatigue in inflammatory bowel disease and potential therapeutic management strategies","ALIMENTARY PHARMACOLOGY & THERAPEUTICS","Background Fatigue is the inability to achieve or maintain an expected work output resulting from central or peripheral mechanisms. The prevalence of inflammatory bowel disease (IBD) fatigue can reach 86% in active disease, persisting in 50%-52% of patients with mild to inactive disease. Fatigue is the commonest reason for work absence in IBD, and patients often report fatigue burden to be greater than that of primary disease symptoms. Relatively few evidence-based treatment options exist, and the aetiology is poorly understood. Aim To review the available data and suggest a possible aetiology of IBD fatigue and to consider the efficacy of existing management strategies and highlight potential future interventions. Methods We reviewed fatigue-related literature in IBD using PubMed database. Results Disease related factors such as inflammation and pharmacological treatments negatively impact skeletal muscle and brain physiology, likely contributing to fatigue symptoms. Secondary factors such as malnutrition, anaemia, sleep disturbance and psychological comorbidity are potential determinants. Immune profile, faecal microbiota composition and physical fitness differ significantly between fatigued and non-fatigued patients, suggesting these may be aetiological factors. Solution-focused therapy, high-dosage thiamine supplementation and biological therapy may reduce fatigue perception in IBD. The effect of physical activity interventions is inconclusive. Conclusions A multimodal approach is likely required to treat IBD fatigue. Established reversible factors like anaemia, micronutrient deficiencies and active disease should initially be resolved. Psychosocial intervention shows potential efficacy in reducing fatigue perception in quiescent disease. Restoring physical deconditioning by exercise training intervention may further improve fatigue burden.","2021","JUL 2021","10.1111/apt.16465","WOS:000670025600001"
"Lin, Q; Li, LJ; Adams, JM; Hedenec, P; Tu, B; Li, CN; Li, TT; Li, XZ","Nutrient resource availability mediates niche differentiation and temporal co-occurrence of soil bacterial communities","APPLIED SOIL ECOLOGY","Nutrient resource availability is a crucial environmental factor in determining soil bacterial community assembly. However, the effects of nutrient availability on niche differentiation and temporal co-occurrence patterns of bacterial communities remain elusive. Here, we retrieved sequencing datasets (105 amplicon samples of bacterial 16S rRNA genes and 60 bacterial metagenomic samples) from a laboratory incubation experiment and a coastal wetland study, to elucidate the effects of nutrient availability on niche differentiation and co-occurrence patterns of bacterial communities. Niche differentiation within bacterial communities, indicated by nearest taxon index and niche breadth of bacterial communities, did not significantly correlate with nutrient availability gradients in either environment, even though deterministic processes dominated bacterial community assembly. Network analyses revealed that co-occurrence patterns of bacterial OTUs over incubation time changed across nutrient availability gradients, and were likely to be mediated by environmental selection. There were more cooccurrences of metabolic genes under higher nutrient levels. This study revealed the non-significant correlation between nutrient availability gradients and niche differentiation within bacterial communities, not only in a natural environment but also in a laboratory modified environment where the nutrient availability gradient was the sole environmental variable. These findings boost the understanding of bacterial community assembly along environmental nutrient availability gradients.","2021","APR 2021","10.1016/j.apsoil.2021.103965","WOS:000647783900010"
"Sun, X; Frey, C; Garcia-Robledo, E; Jayakumar, A; Ward, BB","Microbial niche differentiation explains nitrite oxidation in marine oxygen minimum zones","ISME JOURNAL","Nitrite is a pivotal component of the marine nitrogen cycle. The fate of nitrite determines the loss or retention of fixed nitrogen, an essential nutrient for all organisms. Loss occurs via anaerobic nitrite reduction to gases during denitrification and anammox, while retention occurs via nitrite oxidation to nitrate. Nitrite oxidation is usually represented in biogeochemical models by one kinetic parameter and one oxygen threshold, below which nitrite oxidation is set to zero. Here we find that the responses of nitrite oxidation to nitrite and oxygen concentrations vary along a redox gradient in a Pacific Ocean oxygen minimum zone, indicating niche differentiation of nitrite-oxidizing assemblages. Notably, we observe the full inhibition of nitrite oxidation by oxygen addition and nitrite oxidation coupled with nitrogen loss in the absence of oxygen consumption in samples collected from anoxic waters. Nitrite-oxidizing bacteria, including novel clades with high relative abundance in anoxic depths, were also detected in the same samples. Mechanisms corresponding to niche differentiation of nitrite-oxidizing bacteria across the redox gradient are considered. Implementing these mechanisms in biogeochemical models has a significant effect on the estimated fixed nitrogen budget.","2021","JAN 2021","10.1038/s41396-020-00852-3","WOS:000605569200006"
"Jiang, LJ; Cai, WH; Tang, FF; Wang, ZQ; Liu, Y","Characterization of Fitness Cost Caused by Tigecycline-Resistance Gene tet(X6) in Different Host Bacteria","ANTIBIOTICS-BASEL","The emergence and prevalence of the tet(X) gene and its variants in the environment and in clinical settings constitute a growing concern for public health worldwide. Accordingly, the tigecycline resistance gene variant tet(X6) is widely detected in Proteus spp. and Acinetobacter spp. rather than Enterobacteriaceae, while the underpinning behind this phenomenon is still unclear. To investigate the mechanisms underlying this distinct phenomenon, we assessed the fitness of the engineered plasmid pBAD-tet(X6) in different host bacteria by monitoring their growth curves, relative fitness and the ability of biofilm formation, as well as virulence in a Galleria mellonella model. MIC and qRT-PCR analysis indicated the successful expression of the tet(X6) gene in these strains in the presence of l-arabinose. Furthermore, we found that pBAD-tet(X6) displayed the lowest fitness cost in P. mirabilis compared with that in E. coli or S. Enteritidis, suggesting the fitness difference of tet(X6)-bearing plasmids in different host bacteria. Consistently, the carriage of pBAD-tet(X6) remarkably reduced the biofilm production and virulence of E. coli or S. Enteritidis. These findings not only indicate that the fitness cost difference elicited by the tet(X6) gene may be responsible for its selectivity in host bacteria but also sheds new insight into the dissemination of antibiotic resistance genes (ARGs) in clinical and environmental isolates.","2021",NA,"10.3390/antibiotics10101172","WOS:000711243900001"
"Ho, WC; Behringer, MG; Miller, SF; Gonzales, J; Nguyen, A; Allahwerdy, M; Boyer, GF; Lynch, M","Evolutionary Dynamics of Asexual Hypermutators Adapting to a Novel Environment","GENOME BIOLOGY AND EVOLUTION","How microbes adapt to a novel environment is a central question in evolutionary biology. Although adaptive evolution must be fueled by beneficial mutations, whether higher mutation rates facilitate the rate of adaptive evolution remains unclear. To address this question, we cultured Escherichia coil hypermutating populations, in which a defective methyl -directed mismatch repair pathway causes a 140 -fold increase in single -nucleotide mutation rates. In parallel with wild -type E. coil, populations were cultured in tubes containing Luria-Bertani broth, a complex medium known to promote the evolution of subpopulation structure. After 900 days of evolution, in three transfer schemes with different population -size bottlenecks, hypermutators always exhibited similar levels of improved fitness as controls. Fluctuation tests revealed that the mutation rates of hypermutator lines converged evolutionarily on those of wild -type populations, which may have contributed to the absence of fitness differences. Further genome-sequence analysis revealed that, although hypermutator populations have higher rates of genomic evolution, this largely reflects strong genetic linkage. Despite these linkage effects, the evolved population exhibits parallelism in fixed mutations, including those potentially related to biofilm formation, transcription regulation, and mutation -rate evolution. Together, these results are generally inconsistent with a hypothesized positive relationship between the mutation rate and the adaptive speed of evolution, and provide insight into how clonal adaptation occurs in novel environments.","2021","NOV 2021","10.1093/gbe/evab257","WOS:000743807700003"
"Graco-Roza, C; Segura, AM; Kruk, C; Domingos, P; Soininen, J; Marinho, MM","Clumpy coexistence in phytoplankton: the role of functional similarity in community assembly","OIKOS","Emergent neutrality (EN) suggests that species must be sufficiently similar or sufficiently different in their niches to avoid interspecific competition. Such a scenario results in a transient pattern with clumps and gaps of species abundance along the niche axis (e.g. represented by body size). From this perspective, clumps are groups of coexisting species with negligible fitness differences and stochastic abundance fluctuations. Plankton is an excellent model system for developing and testing ecological theories, especially those related to size structure and species coexistence. We tested EN predictions using the phytoplankton community along the course of a tropical river considering 1) body size structure, 2) functional clustering of species in terms of morphology-based functional groups (MBFG) and 3) the functional similarity among species concerning their functional traits. Two main clumps in the body size axis (clump I and II) were conspicuous through time and were detected in different stretches of the river. Clump I comprised medium-sized species from the MBFGs IV, V and VI while clump II included large-bodied species from the MBFGs V and VI. Pairwise differences in species biovolume correlated with species functional similarity when the whole species pool was considered, but not among species within the same clump. Although clumps comprised multiple MBFGs, the dominant species within the clump belonged always to the same MBFG. Also, within-clump species biovolume increased with functional distinctiveness considering both seasons and stretches, except the lower course. These results suggest that species within clumps behave in a quasi-neutral state, but even minor shifts in trait composition may affect species biovolume. Our findings point that EN belongs to the plausible mechanisms explaining community assembly in river ecosystems.","2021","JUL 2021","10.1111/oik.08677","WOS:000678420400001"
"Wisnoski, NI; Lennon, JT","Stabilising role of seed banks and the maintenance of bacterial diversity","ECOLOGY LETTERS","Coexisting species often exhibit negative frequency dependence due to mechanisms that promote population growth and persistence when rare. These stabilising mechanisms can maintain diversity through interspecific niche differences, but also through life-history strategies like dormancy that buffer populations in fluctuating environments. However, there are few tests demonstrating how seed banks contribute to long-term community dynamics and the maintenance of diversity. Using a multi-year, high-frequency time series of bacterial community data from a north temperate lake, we documented patterns consistent with stabilising coexistence. Bacterial taxa exhibited differential responses to seasonal environmental conditions, while seed bank dynamics helped maintain diversity over less-favourable winter periods. Strong negative frequency dependence in rare, but metabolically active, taxa suggested a role for biotic interactions in promoting coexistence. Together, our results provide field-based evidence that niche differences and seed banks contribute to recurring community dynamics and the long-term maintenance of diversity in nature.","2021","JUL 2021","10.1111/ele.13853","WOS:000678531800001"
"Finn, DR; Bergk-Pinto, B; Hazard, C; Nicol, GW; Tebbe, CC; Vogel, TM","Functional trait relationships demonstrate life strategies in terrestrial prokaryotes","FEMS MICROBIOLOGY ECOLOGY","Functional, physiological traits are the underlying drivers of niche differentiation. A common framework related to niches occupied by terrestrial prokaryotes is based on copiotrophy or oligotrophy, where resource investment is primarily in either rapid growth or stress tolerance, respectively. A quantitative trait-based approach sought relationships between taxa, traits and niche in terrestrial prokaryotes. With 175 taxa from 11 Phyla and 35 Families (n = 5 per Family), traits were considered as discrete counts of shared genome-encoded proteins. Trait composition strongly supported non-random functional distributions as preferential clustering of related taxa via unweighted pair-group method with arithmetic mean. Trait similarity between taxa increased as taxonomic rank decreased. A suite of Random Forest models identified traits significantly enriched or depleted in taxonomic groups. These traits conveyed functions related to rapid growth, nutrient acquisition and stress tolerance consistent with their presence in copiotroph-oligotroph niches. Hierarchical clustering of traits identified a Glade of competitive, copiotrophic Families resilient to oxidative stress versus glycosyl-transferase-enriched oligotrophic Families resistant to antimicrobials and environmental stress. However, the formation of five Glades suggested a more nuanced view to describe niche differentiation in terrestrial systems is necessary. We suggest considering traits involved in both resource investment and acquisition when predicting niche.","2021","MAY 2021","10.1093/femsec/fiab068","WOS:000661470800021"
"Yang, XB; Song, GY; Liu, H; Hu, DW","Microbial diversity formation and maintenance due to temporal niche differentiation caused by low-dose ionizing radiation in oligotrophic environments","LIFE SCIENCES IN SPACE RESEARCH","The planetary protection strives to minimize the contamination of microorganisms in spacecrafts. However, it is reported that microbial diversity is abnormally high in the International Space Station (ISS) after long-term exposure to low-dose ionizing radiation (LDIR). It remains a mystery why LDIR leads to the formation and maintenance of high microbial diversity in oligotrophic environments like the ISS. In this study, an artificial microbial community has been cultivated without and with LDIR, respectively. The microbial community was composed of three common microbial species, i.e., Bacillus subtilis, Escherichia coli and Pseudomonas aeruginosa in the ISS. After analyzing the differences in microbial physiological and behavioral response characteristics in the two scenarios, a reasonable hypothesis was proposed to elucidate the formation and maintenance mechanisms of high microbial diversity in oligotrophic environments with the LDIR. Then a set of kinetic models with time-lag were developed based on this hypothesis, observed phenomena, and experimental data. Finally, these kinetic models were sufficiently validated, and the hypothesis was fully confirmed through large-scale digital simulations. Briefly, as a decisive succession mechanism in oligotrophic environments with LDIR, temporal niche differentiation (TND) caused by microbial delayed responses to LDIR can give rise to asynchronously convergent fluctuations of microbial populations and significantly alleviate the intra- and interspecific competitions. Such a mechanism can drive the microbial communities in oligotrophic environments with LDIR to form and maintain high species diversity.","2021","SEP 2021","10.1016/j.lssr.2021.08.003","WOS:000703592100011"
"Wang, XX; Lu, L; Zhou, X; Tang, XF; Kuang, L; Chen, JH; Shan, J; Lu, HJ; Qin, H; Adams, J; Wang, BZ","Niche Differentiation of Comammox Nitrospira in the Mudflat and Reclaimed Agricultural Soils Along the North Branch of Yangtze River Estuary","FRONTIERS IN MICROBIOLOGY","The discovery of complete ammonia oxidation (comammox), oxidizing ammonia to nitrate via nitrite in a single organism, has redefined the traditional recognition of the two-step nitrification driven by two functional groups (ammonia-oxidizing and nitrite-oxidizing microorganisms). However, the understanding of the distribution and niche differentiation of comammox Nitrospira in the estuarine mudflats and their reclaimed agricultural soils is still limited. Here, we investigated the abundance, diversity and community structures of comammox Nitrospira in the mudflats and the reclaimed agricultural soils in the northern Yangtze River estuary. Quantitative PCR showed the abundances of amoA genes of comammox were lower than that of ammonia-oxidizing bacteria (AOB) in nearly all samples. Amplicon sequencing of amoA genes revealed that the community structures of comammox Nitrospira were significantly (P < 0.001) different between the original mudflats and the reclaimed agricultural soils, indicating niche differentiation among comammox Nitrospira clades (clade A.1, clade A.2, and clade B). The clade A.1 was the dominant group of comammox Nitrospira in the mudflats, while clade B predominated in the agricultural soils. However, the members of clade A.2 could be clearly divided into two groups, the mudflat-preferred and agricultural soil-preferred groups, suggesting more complicated ecological preferences within this sub-clade. Furthermore, it was demonstrated that salinity, organic matter (OM) and NO3--N had a significantly influence on the distribution of comammox Nitrospira in the estuarine environment. Clade A.1 and nearly half members of clade A.2 were positively correlated with salinity, and negatively correlated with the concentrations of OM and NO3--N. In contrast, the clade B and the other half members of clade A.2 showed the exact opposite pattern: a negative correlation with salinity and positive correlation with OM and NO3--N. The co-occurrence network demonstrated that the operational taxonomic units (OTUs) within the same (sub-)clade were mostly positively correlated, indicating the similar niche preferences among the members from the same (sub-)clade of comammox Nitrospira. Taken together, our results revealed the niche differentiation of comammox Nitrospira in estuarine ecosystems where salinity and OM were the primary factors responsible for the distinct ecological distribution patterns.","2021",NA,"10.3389/fmicb.2020.618287","WOS:000612336000001"
"He, SS; Li, YW; Mu, HB; Zhao, ZR; Wang, JW; Liu, SF; Sun, ZL; Zheng, MS","Ammonium concentration determines differential growth of comammox and canonical ammonia-oxidizing prokaryotes in soil microcosms","APPLIED SOIL ECOLOGY","An unresolved question in microbial ecology is whether the available ammonium concentration has a differential impact on the growth of newly discovered complete ammonia-oxidizing bacteria (CAOB) and their counterparts, the well-known ammonia-oxidizing bacteria (AOB) and archaea (AOA). To address this issue, soil microcosms were cultured for 40 days with ammonium concentrations of 0, 5, 50, 200, and 500 mu g NH + 4-N g(-1) soil. Quantitative PCR analysis suggested that AOB grew in response to the two highest ammonium concentrations, whereas CAOB only grew significantly at native and low ammonium concentrations, demonstrating an AOA-like niche specialization favoring oligotrophic environments but being tolerant to a broader ammonium concentration than AOA. Moreover, phylogenetic and Pearson correlation analysis indicated that species from Glade B rather than Glade A of CAOB contributed to the nitrification process. This study highlights an important role of the local ammonium concentration in affecting the ecological niche differentiation of comammox and canonical ammonia-oxidizing prokaryotes.","2021",NA,"10.1016/j.apsoil.2020.103776","WOS:000583765400044"
"Kim, H; Lee, YH","Spatiotemporal Assembly of Bacterial and Fungal Communities of Seed-Seedling-Adult in Rice","FRONTIERS IN MICROBIOLOGY","Seeds harbor not only genetic information about plants but also microbial communities affecting plants' vigor. Knowledge on the movement and formation of seed microbial communities during plant development remains insufficient. Here, we address this knowledge gap by investigating endophytic bacterial and fungal communities of seeds, seedlings, and adult rice plants. We found that seed coats act as microbial niches for seed bacterial and fungal communities. The presence or absence of the seed coat affected taxonomic composition and diversity of bacterial and fungal communities associated with seeds and seedlings. Ordination analysis showed that niche differentiation between above- and belowground compartments leads to compositional differences in endophytic bacterial and fungal communities originating from seeds. Longitudinal tracking of the composition of microbial communities from field-grown rice revealed that bacterial and fungal communities originating from seeds persist in the leaf, stem, and root endospheres throughout the life cycle. Our study provides ecological insights into the assembly of the initial endophytic microbial communities of plants from seeds.","2021",NA,"10.3389/fmicb.2021.708475","WOS:000687086800001"
